sentimen,tweet,hashtags,mentions,tweet_length
2,ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin2 terdahulu jd utk penggemar 02 jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi semakin mantap pilih jokowi,['#PrabowoSalahkanSBY'],"['@jokowi', '@jokowi']",250
0,yuuk ikut amal hadiahnya dengan mencoblos prabowo sandi jadi presiden wapres tanpa digaji itu gila,[],[],105
2,kalau pak prabowo dan bang sandi tak ambil gaji jika terpilih nanti dan seluruh gajinya akan diserahkan kepada fakir miskin dan dhuafa maka saya berjanji untuk terus membersamai orang tua dalam berjuang untuk,[],[],282
1,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi via mediaindonesia,[],['@mediaindonesia'],192
2,tapi yang pasti aku lebih tertarik sama programnya jokowi terutama yang trans sumatera karna aku mau bgt ekonomi sumatera jauh berkembang dr sekarang,[],[],151
2,rakyat indonesia bangga mempunyai bapak jokowi yang dihargai oleh raja arab saudi terima kasih bapak,[],[],165
2,nasionalisme beliau luar biasa didunia internasional dalam beberapa hari ingin pemilu beliau masih saja berkunjung dan memberikan solusi kerja sama perkembangan ekonomi indonesia yang akan datang mantab bapak jokowidodo lanjutkan,[],[],231
1,7 jokowi juga mampu mengimbangi serangan prabosan soal mikro dia bahkan sengaja menyeret prabosan dengan visi makro nya dibidang ekonomi digital dan membahasnya dari sisi mikro disini sandi mengalami kesalahan fatal dengan menyebut big data untuk e ktp,[],[],256
1,gas normal aja 3kg 18rb bbm aman saja malah setara harga seluruh indonesia ga seperti dulu itu artinya keadilan sosial bagi seluruh rakyat indonesia sembako normal aja mas saya ini jualan makanan jadi setiap hari belanja ke pasar belanja ga bilang mahal ojo dumeh,[],['@18rb'],276
1,prabowo sebut ekonomi indonesia salah arah karena presiden sebelum jokowi kader demokrat kita keluar koalisi,[],[],163
2,do u want to test ur vice president sir saat ini hanya prabowo sandiuno solusi utk indonesia mau harga bhn pokok terjangkau lapangan kerja tersedia kesejahteraan dan status guru lbh baik tenaga medis pasien di perbaiki maka,['#TusukPrabowoSandi'],"['@prabowo', '@sandiuno']",292
1,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi lewat beritarri,[],['@berita_rri'],211
2,alhamdulillah dalam membangun ekonomi dan pemerataan yang adil pasti akan mengalami batu aral dan pasti akan ada pihak yang merasa jadi korban tapi apa yang bapak kerjakan dan lakukan saat ini saya percaya dan yakin suatu saat anak dan cucu saya yang merasakannya,[],[],268
2,udah jelas unggul prabowo dong menang telak ekonomi memang jagonya pak sandiuno,[],"['@prabowo', '@sandiuno']",91
1,jika terpilih prabowo sandi akan sumbangkan gajinya untuk anak yatim dan dhuafa,[],[],104
2,ekonomi salah satu kebangkitan bangsa teruskan perjuagan pak prabowosandi kami dari padang lawas sumattra utara rajuddin harahapselalu bersama 02 pak prabowo sandi doa dan dukugan sama2 kita doakan menjadi pak presiden dan wakil presiden thn 2019 amin,[],[],257
1,presiden jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja al qasr al khas minggu 14/4 sore dalam pertemuan tersebut presiden jokowi dan raja salman sepakat akan meningkatkan kerja sama di bidang ekonomi foto dan berita biro pers setpres,[],"['@jokowi', '@jokowi']",303
1,kalo dekat hari h biasanya harga tiketnya turun,[],[],48
1,jokowi salman sepakati peningkatan kerjasama ekonomi,[],[],129
1,menang pilpres 2019 prabowo sandi komitmen tidak ambil gaji walapun serupiah lewat,[],[],237
2,wajib pak jokowi 2 periode harga mati,[],[],43
0,bikin puisi tentang ekonomi 5 persen kayak nya,[],[],46
0,ada bukti harga barang di sana turun karena tol,[],[],51
1,jokowi dan salman sepakati peningkatan kerja sama ekonomi antara news jawa barat,[],[],209
2,siapapun nnti presidennya tolong program pertamanya harga tiket pesawat buat bulan puasa lebaran diturunin kyk tahun2 kmren kasian kami anak rantau yg rindu rumah mau puasa lebaran dirumah kangen masakan emak cc jokowi sandiuno prabowo,[],"['@jokowi', '@sandiuno', '@prabowo']",282
1,inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang ditjenpajakri prabowo dan sandiuno jga di ninu ninu donk,[],"['@DitjenPajakRI', '@prabowo', '@sandiuno']",191
1,jika terpilih prabowo sandi akan sumbangkan gajinya untuk anak yatim dan dhuafa lewat suaraislamon,[],['@SuaraIslamOn'],210
1,jika terpilih prabowo janji turunkan harga listrik di 100 hari pertama okezone news,[],[],216
2,debat pamungkas jokowi visi dan misinya jauh kedepan namun terlalu jawani untuk debat m amin surprise elemen prabowo mengusung program pelita nya orba sandi uno excellent closing namun kena smash jokowi di ekonomi makro nice debat,[],[],285
0,lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa,[],[],89
1,analis politik soal ekonomi jokowi kritik kebijakannya sendiri,[],[],116
1,hanya di era pak jokowi harga bbm di papua sama dengan harga di jawa,"['#01IndonesiaMaju', '#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],139
1,kalimat penutup debat terakhir prabowo sandiuno tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum duafa serta anak yatim,"['#beranidukung02', '#17AprilPilihPrabowoSandi']","['@prabowo', '@sandiuno']",186
0,trus yang bayar pajak siapa udah dipikirin ngga sama jokowi,[],[],67
2,dengan 40jt lebih penggunaan game online artinya ada pasar ada konsumen ada transaksi ada puluhan developer game yang berdiri rubuan lapangan kerjaada pajak yang masuk pajak ya buat apa buat subsidi pertalite motor mio lu buat kjp lu buat kip lu ngerti lu,[],[],268
2,masukan harga tolnya disubsidi dulu pak yang penting ramai dan banyak yang bisa menikmati,[],[],92
0,jl tol hanya utk kalangan menengah keatas menegah kebwh jgnkan lwt tol motor aja gk punya dan warung2 di pinggir jln yg bkn tol pd tutup krn sbagian pembelinya lewat tol dan mkn belanja di rest area gmn mau mempercepat pertumbuhan ekonomi,[],[],243
2,pasangan nomor 01 ini akan terus memperjuangkan nilai islam sebagai spirit transformasi dan perdamaian di semua bidang terutama pendidikan dakwah ekonomi dan kesehatan,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],222
1,buat yang ciwi ciwi mau harga skincare turun tusuk prabowo sandi,[],[],67
2,masih ragukah anda dengan pas 02 prabowo sandi kembali tegaskan tidak akan ambil gaji bila terpilih rmol pasangan calon presiden dan calon wakil presiden,[],[],280
1,pak prabowo siap melanjutkan kerja sama ekonomi dengan arab saudi,[],[],66
2,ah dasar ego aja gak menghargai wakilnya lihat dong prabowo dan sandi saling melengkapi,[],[],89
2,pembangunan infrastruktur dibangun secara masiv untuk meningkatkan perekonomian bangsa terima kasih pakde jokowi,[],[],112
1,bandara kertajati selesai ditangan jokowi sehingga menggerakan ekonomi rakyat,"['#01IndonesiaMaju', '#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],147
2,negara china sebentar lagi jadi negara adikuasa ekonomi supaya kita tidak hanya jadi obyek kemajuan ekonomi mereka kita perlu contoh kiat kiat dan strategi yang mereka tempuh,['#UASdifitnahKejiDanBrutal'],[],205
2,terima kasih pak kekurangan selama bpk menjabat insya allah akan disempurnakan pak prabowo dan bang sandiuno di 2019 2024 krn kedepan negara harus fokus perbaiki ekonomi rakyat dan cicil bayar hutang,['#UASdifitnahKejiDanBrutal'],"['@prabowo', '@sandiuno']",229
0,mobile legend adalah permainan game online pak pak jokowi ingin merangkul para2 gamers moba online apakah itu penting dibahas pak wong kita kekurangan duit aja masih bisa main moba yang penting itu sembako murah harga pangan murah bner yg disampaikan bg sandi debat td malam,[],[],279
0,eh bego lu tau ga sekarang banyak perusahaan fintech bisa beli coin diamond dll lu tau ga kalau sekarang iklan lebih milih masang di aplikasi milenial buat jaring konsumen lu tau ga pendapatan negara dari pajak internet lu lu sekarang perusahaan it berlomba bikin games,[],[],276
0,dengan memprioritaskan perekonomian agraris bukan berarti pemerintah menghambat yg lain bung tapi ini masalah skala prioritas duh gw jadi bolak balik ngomong ini susah bener pahamnga anda ya,[],[],193
2,dengan mencoblos pak prabowo dan bang sandi anda telah membantu beramal karena selama 5tahun beliau akan memberikan gajinnya kepada kaum dhuafa anak yatim dll yg membutuhkan,['#2019PrabowoSandiMenang'],[],197
1,presiden joko widodo jokowi mengatakan terkendalinya harga harga komoditas pangan inti bisa dilihat dari tingkat inflasi,"['#2019JokowiKyaiMaruf', '#JokowiUntukIndonesiaMakmur', '#JalanSehatSarungan', '#PersijaDay']",[],304
2,di era pak jokowi kemjuan teknologi mampu dimanfaatkan terutama untuk pengembangan ekonomi kreatif,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],151
1,presiden jokowi dan raja salman menggelar pertemuan bilateral di istana pribadi raja minggu sore 14 april 2019 dalam pertemuan yang berlangsung selepas jamuan santap siang itu presiden jokowi dan raja salman sepakat akan meningkatkan kerja sama di bidang ekonomi,[],['@jokowi'],296
2,siapapun pilihan pak kiai saya ttp menghargai walau kita berbeda pak kiai bimillaahirraohmaanirrohim dengan mengikuti kata hati nurani saya ttp jokowi yah hati saya lebih besar ke jokowi,[],[],213
2,bersedekah yuk dengan cara mencoblos prabowo dan sandiuno sama aja anda sudah beramal karena gaji mereka akan diberikan kepada anak yatim dan dhuafa bersedekah yuk,"['#02', '#saveUAS']","['@prabowo', '@sandiuno']",187
1,prabowo sebut ekonomi indonesia era jokowi salah arah,[],[],157
0,artinya anda sudah gagal pak 5 tahun ngapain aja kalo stagnan di 5 kenapa pas debat malah bahas mobile legend bukan ekonomi indonesia,['#UASdifitnahKejiDanBrutal'],[],169
1,hal ini terlihat sekali dalam langkah pemerintahan presiden jokowi melakukan pemberdayaan ekonomi keumatan melalui bank wakaf mikro kata ketum arus baru muslimah munifah syanwani,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],234
1,sederet menteri kabinet kerja presiden jokowi dan wakil presiden jusuf kalla di bidang ekonomi meraih penghargaan internasional dalam kurun waktu kurang dari empat tahun kabinet berjalan,"['#PilihOrangBaik', '#PilihYgJelasIslamnya', '#PilihYgBajuPutih']",['@jokowi'],274
1,pak jokowi mohon bilang ke pangeran muhammad bin salman tolong segera direalisasikan beli manutd nya biar nggak kesusahan bayar gaji sama beli2 pemainnya,[],"['@jokowi', '@ManUtd']",223
2,hahahaha tema debat adalah perekonomian bung elo pikir segi pertanian dan jual beli sembako nggak ada hubungannya sama kondisi perekonomian negara kita masih disebut negara agraris paham nggak maksudnya cari tahu dulu maksud dari negara agraris lalu lanjut debat dg saya ya,[],[],279
0,kalo prabowo terpilih ya benar ekonomi makin baik karna infrastruktur udah dibangun besar2an sama jokowi jadii dia tinggal duduk manis aja,[],[],152
2,dengan mencoblos prabowo sandiuno anda telah ikut bersodaqoh selama 5 tahun karena gaji beliau diinfaqkan untuk duafa anak yatim dll insyaallah,[],"['@prabowo', '@sandiuno']",177
1,salah satu keberhasilan jokowi adalah membuat bbm menjadi satu harga di di 25 titik wilayah dari target 54 titik wilayah di seluruh indonesia,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",['@jokowi'],221
2,beberapa penghargaan yg dianugerahkan kepadanya jadi bukti bahwa jokowi merupakan sosok pemimpin yg diakui integritasnya,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",['@jokowi'],175
1,dalam 50 hari setelah dilantik prabowo sandi akan menghapus pajak dalam 60 hari prabowo sandi akan memberikan pelayanan kesehatan dan pendidikan gratis dalam 70 hari prabowo sandi akan menurunkan harga harga,[],[],285
1,disaksikan sandiwara jokowi dapat penghargaan tokoh pemerataan pembangunan,"['#PilihOrangBaik', '#PilihYgJelasIslamnya', '#PilihYgBajuPutih']",['@jokowi'],264
0,sekali2 bahas jg dong masalah ekonomi jgn tiap detik infrastuktur terus jadi boring nich,[],[],94
1,jalannya debat ini jawaban jokowi kepada sandiaga uno soal ibu ibu yang mengeluh harga harga naik,[],[],236
1,jika terpilih prabowo sandi takkan ambil gaji negara segini gaji presiden dan wapres lewat tribunmanado,[],['@Tribun_Manado'],238
0,katanya anti china kok malah mau menggandeng cina padahal devisit neraca perdagangan dipengatuhi dr ekonomi dunia kok judilnya gara2 jokowi dasar kampret,[],[],156
2,jelas prabowo sandi dong paslon 02 pemaparan visi misi nya lebih jelas dan pro rakyat hubungan ke 2 nyapun sangat harmonis dwi tunggal dan ke 2 nya akan menyumbangkan gajinya maklum ke 2 nya sama2 tajir,"['#DebatPilpres2019', '#17AprilTusukPrabowoSandi']",[],254
0,kalau pernyataan bahwa prabowo dan sandiuno tdk akan ambil gaji di beritakan juga lah,['#UASdifitnahKejiDanBrutal'],"['@prabowo', '@sandiuno']",176
0,ngajarin ekonomi mikro sama makro ke pengusaha top kaya pak prabowo dan bang sandi ibarat ngajarin ikan berenang padahal udah jago,['#UASdifitnahKejiDanBrutal'],[],159
2,bukan maksud sy sombong sy bisa menghidupi keluarga tanpa kartu2 ini apakah pabowo sandi melanjutkan bisa ya bisa tidak mereka hanya janji sy pilih jokowi bukan untuk sy tapi krn sy harus memastikan saudara2 sy yg ekonominya kurang beruntung bisa terbantu dg kartu2 ini,[],['@jokowi'],306
0,yg suka bilang sebentar lagi ekonomi meroket siapa pak jokowi katanya sih capres 2014 itu,['#UASdifitnahKejiDanBrutal'],['@jokowi'],122
2,aku memang setuju macro ekonominya jokowi jago bgt meski mungkin itu memang rancangan yg sudah ditulis sm ahli ahli yg merancang pembangunan indonesia ya tapi jokowi memang memahami dg baik,[],[],252
2,sesuatu yang benar belum tentu baik sesuatu yang bagus belum tentu berharga jokowi,[],[],86
0,percuma infrastruktur bagus kalo roda perekonomian yg jalan cuman nguntungin asing ama aseng saya pilih pemimpin yg pro rakyat pribumi aja deh yaaa,['#GantiPresiden'],[],164
0,ngakunya ya ngakunya prabowo perhatian pada rakyat kecil ini baru hoax yang sebenarnya karyawannya di pt kiani kertas nusantara terkatung katung tanpa gaji dan thr selesaikan dulu masalahmu bowok sebelum menyelesaian masalah rakyat kecil,[],[],380
0,amin pelajaran berharga fitnah kejam sepwrti ini telah di berikan kepada hrs tahun lalu begitu mudah kan rezim ini acak2 ulama dan umat islam siapa pelakunya pelakunya tdk jauh wereng coklat dipaksa jagal talangsari,[],[],231
2,trans sumatra akan menunjang pertumbuhan ekonomi di sumatera dan membantu pemerataan sosial di sumatera logistik bahan bakar dan keperluan lain akan lebih mudah dikirimkan karena sudah ada jalur yang memadai jokowi mewujudkan kemajuan bagi pulau sumatera lewat trans sumatra,[],[],278
1,di debat terakhir capres prabowo sebut ekonomi ri salah arah,[],[],113
2,jokowi udahdeh anda jadi pelawak aja saya peratiin kayaknya cocok daripada ngurusin negara gaji seorang pelawak bisa lebih gede dari gaji presiden looo,[],[],196
2,hahahaha sebuah negara memiliki skala prioritas bang mana yg bernilai keekonomian secara makro mana yg nano atau piko saat ini kita sangat tergantung pada impor baik bahan baku pangan atau elektronik itu dulu yg dikejar pertumbujan ekonomi stagnan,[],[],258
2,debat terakhir ya allah pamungkas bangett ya prabowo sandi bilang klo terpilih menjadi presiden dan wakil presiden dia akan menyumbangkan seluruh gajinya tuk rakyat yg tidak mampu masya allah mulia banget pak prabowo dan bang sandi,[],[],238
2,semoga dengan adanya tol trans sumatra akan membuat perekonomian di indonesia makin lancar dan maju,[],[],100
0,katanya prabowo gak mau terima gaji pasti ini exit plan untuk tidak memberi gaji karyawan pt kiani kertas yang sudah 4 tahun tidak menerima gaji katanya perhatian pada rakyat kecil karyawannya sendiri tidak digaji munafikun,[],[],361
2,saya tidak butuh jl tol yg saya butuhkan hasil pertanian harga jual ditingkatkan,[],[],82
1,consol games tu hardware bung esport itu pemanfaatannya lah memang nggak ada dampak keekonomiannya secara masif lah terus kenapa pak jokowi sepertinya bangga banget dengan esport ini neh dampaknya esports,[],['@jokowi'],239
2,mau gajinya dibayar tusuk prabowo sandi mau verpool juara liga tusuk prabowo sandi,[],[],89
0,kenapa ekonominya 7 bukannya target kalau idola elo bicara 2 digit itu gimana terbukti kan ane bilang tegas ya seperti apa,[],[],130
2,pak mahal harganya gabisa diturunin ya dari aku si missqueen yang pengen lewat jalan tol pake mobil pribadi jangan bilang harus kerja dong biar supaya ga missqueen ibarat nyari kerja itu kaya lagi nyari jodoh ga gampang tcoy,[],[],235
1,jokowi ri akan masuk 4 besar kekuatan ekonomi pada 2045,[],[],226
1,prabowo sandi itu pengusaha mereka tdk digaji tapi biasa menggaji,[],[],75
1,tolong lihat dampak buruknya bing mana yg banyak manfaat dan mana yg banyak mudharatnya pahami dulu semuanya jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja,[],[],211
2,ucapan pak prabowo dan bang sandiuno yang akan menyumbangkan seluruh gajinya jika terpilih semakin memantapkan kami untuk menentukan pilihan kpd,"['#PrabowoSandi', '#TusukPrabowoSandi', '#UASdifitnahKejiDanBrutal']","['@prabowo', '@sandiuno']",206
1,prabowo sandi tak akan ambil gaji sepeser pun jika terpilih,['#UASdifitnahKejiDanBrutal'],['@kumparannews'],199
1,mkin yg d maksud kiani kertas ga mampu bayar gaji buruhz kali ato kiani kertas g produksi kertas tp produksi utang k karyawabx,[],[],129
2,capres kaleng2 selalu hoax harga2 melambung faktanya harga stabil inflasi normal dan grafik menurun mengelola oke oce gagal mau ngomongin ekonomi makro di libas lu ma jokowi akhirnya sikaleng2 itu bilang nasrrudi,['#bukansalahbapak'],"['@jokowi', '@NasrRudi']",267
0,eh bung tolong bedakan startup sebagai monetizing dan hobi yg di monetize startup jelas ada nilai keekonomian yg besar tapi hobi hanya segelintir orang yg melakukannya dan bukan kebutuhan ya allah masa harus saya jelaskan seh bedanya panjang lebar bung,[],[],261
0,mas ari narang prabowo sandi itu horang kayah yang tiap tahun setor pajak hingga ratusan juta emang junjungan situ pinternya ngambil duit haji saking kebanyakan utang,[],[],170
1,ada sebagian kader pd yg gak terima tp disisi lain prabowo bilang ekonomi indo rusak krn presiden sebelumnya tp anda bilang ini ciri koalisi berkelas kayaknya anda lg menghibur diri,[],[],183
1,walau banyak dibangun jalan negara jalan tol harus disadari bahwa indonesia masih kalah jauh dengan malaysia untuk itu pembangunan secara besar2an harus terus dilanjutkan sampai melebihi malaysia potensi indonesia luar biasa kalo berhasil pasti menjadi raksasa ekonomi dunia,[],[],277
0,klo ada yg percya gaji prabowo dan sandiuno akn dsumbangkan jika jd presiden bearti fix orang dungu,[],"['@prabowo', '@sandiuno']",103
2,maju terus sumatra semoga dgn adanya jalan tol ini pertumbuhan ekonomi semakin banyakkkkk aamiinn,[],[],98
2,bentar dulu awalnya narasi elo kan pembangunan terutama tol kok lari sekarang bahas ekonomi dan temennya ayo belajar konsisten tema yg elo singgung wkwkwkwk,"['#17AprilCoblosJokowiAmin', '#17AprilCoblosBajuPutih']",[],209
1,bahkan tol juga cmn melanjutkan jd bukan prestasi ekonomi gimana rupiah devisa inflasi itu lebih penting dari sebuah proyek tanpa platform bandara kertajati sepi berapa uang yang dibakar,[],[],219
2,setuju ga ada harga dirinya lagi partai demokrat jangan hanya memikirkan karena ada bu mega di sisi jokowi pak sbyudhoyono kehidupan dan masa depan bangsa lebih penting daripada emosi seseorang,[],['@SBYudhoyono'],206
2,tidak semua nitijen paham ekonomi makro jadi pengennya yg instan yg langsung dirasakan tiap2 individu betapa beratnya jadi presiden indonesia sudah mbangun ini itu mikir ini itu masih saja dihujat entah ganti presiden atau tidak saya rasa nitijen emang cuma bisa ngehujat,[],[],277
1,bangsa yg besar bangsa yg menghargai budayanya itulah indonesia nusantara ku,[],[],92
0,dampaknya ekonominya gimana 7 otak mana otak plonga plongo doang si,[],[],75
0,yaa krn memang di mata prabowo sbyudhoyono gak dianggap berharga ayoo pak tempeleng balik donkk,[],"['@prabowo', '@SBYudhoyono']",105
1,pertama kalinya di indonesia baru di era kepemimpinan jokowi harga bbm merata di seluruh indonesia,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],151
2,dengan mencoblos probowo sandi anda ikut beramal karena selama 5 tahun gaji prabowo sandi akan di sumbangkan ke fakir miskin kaum duafa dll,[],[],143
2,kebijakan jokowi untuk bbm satu harga merupakan bentuk nyata keadilan sosial bagi rakyat indonesia,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih']",[],151
1,dewi dan dedi jadi andalan pemerataan ekonomi jokowi kedepan,[],[],61
1,komitmen prabowo sandi tak akan ambil gaji serupiah pun jika terpilih,[],[],94
2,ada yg mencoba menarik simpati dgn cara menjadi korban hacker agar di kasihani dan didukung kami tetap menduking bapak jokowi yg hasil kerja nyata nya sdh terbukti bukan hanya janji ini murah itu murah gak ambil gaji lah ini 2019 bung bukan jaman orba,['#CoblosPutihJokowi'],['@jokowi'],278
1,gara gara ketimpangan ekonomi prabowo salahkan para presiden sebelum jokowi jkfc23456789 paltiwest alvinolulu katerinakwari,"['#01JOKOWIAMIN', '#JokowiMenangTotalDebat']","['@JKFC23456789', '@Paltiwest', '@AlvinoLulu', '@katerinaKwari']",301
1,10 jokowi naikkan tax ratio drastis bisa guncang ekonomi,['#PopulerB1'],[],91
1,ini yg katanya ahli ekonomi klrg itu ya cc tvonenews kompastv trans7,[],"['@tvOneNews', '@KompasTV', '@TRANS7']",77
2,ini yang ditanyakan jokowi katanya ekonomi digital alhamdullilah jawaban pak prabowo mantap betul,[],[],233
1,soal ekonomi prabowo kita salah jalan,[],[],40
0,yang tanya yang bloon pertanyaan jebakan ekonomi digital kok mobile legend alhamdullilah prabowo nggak terjebak,[],[],184
2,kita ikut sodaqoh dengan ikhlas memilih prabowo sandiuno karena gaji mereka dipakai utk menyantuni anak yatim dan faqir miskin sodaqoh vote bernilai sodaqoh,[],"['@prabowo', '@sandiuno']",164
2,moga apa yg dicontohkan oleh ustadz abdul shomad yg minta dk diundang ke istana tdk diberi jabatan apapun jk prabowo sandi mjd presiden prabowo sandi tdk akan mengambil gaji nya akan banyak muncul orang2 ikhlas yg berjuang utk indonesia adil dan makmur,[],[],327
1,uang sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas jokowi,"['#PilihOrangBaik', '#PilihJelasIslamnya']",[],277
0,pecatan gak ngerti ekonomi ngerti nya di sawer lu wo,[],[],92
0,gak butuh gaji disawer kok diterima gaji katanya bisa meningkatkan kinerja dan tanggung jawab,[],[],97
2,saya simpati pd kedua paslon ps meski blm pernah bcr pjg jk ketemu namun jujur sj yg sgt sy khawatirkan adlh jk beliau ini melanjutkan sistem ekonomi kolonial yg mengeksploitasi rakyat banyak kekayaan bangsa anak cucu krn blm paham dg ekonomi berkeadilannya pancasila,[],[],275
0,ora sudi pilih jokowi lagi kapok dan neg 2014 pilih berharap janji janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi negeri ini 2019 keluarga besar kami sepakat pilih 02 prabowo sandi untuk perubahan dan hilangnya kedholiman dan ketidakadilan,[],[],334
2,asn dr zaman soeharto sampai sekarang jiwanya masih kalau ada uang urusan lancar dr dulu perekrutan asn salah ini yg mau dibenahi jokowi bkn asal menaikkan gaji dan mengangkat honorer sprti jnji prabowo lalu ektp mbak cepat jadi,[],[],229
2,kami titipkan amanah kami kepadamu bang tetaplah perjuangkan ekonomi kerakyatan,[],[],80
0,apakah jessnolimit itu seorang negarawan apa urusannya game dgn kesejahteraan rakyat ini yg jadi tema soal ekonomi jelas berdasarkan ekonomi negara yg mengurus kepentingan umum kepentingan pokok masyarakat bukan games,[],[],219
1,pasca dilantik menjadi presiden joko widodo jokowi tidak membuang waktu dengan agenda utama reformasi ekonomi konektivitas antar wilayah dan produktivitas,['#pilihorangbaik'],[],175
1,capres jokowi nasabah usaha mikro di pesantren hampir 90 persen adalah wanita kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga,"['#01', '#DebatPilpres2019']",['@jokowi'],208
2,mahal ini kelassss masyaallah bila terpilih prabowo sandi janji tak ambil gaji,['#Catatan'],[],162
1,apa yang akan bapak prabowo lakukan dalam rangka pengembangan ekonomi digital dalam hal ini pengembangan e sport mobile legend ke depan,[],[],138
0,sangat aneh dan membingungkan kalau ada letjen pecatan yg seumur2 cuma di militer tdk pernah jadi menteri pun tetapi berkali2 mengatakan dari dulu ekonomi salah arah pertanyaannya salah arahnya dimana dan solusinya apa betul2 ngawur,[],[],255
1,pemerintah jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik demi memasok aliran listrik untuk rumah tangga industri dan ekonomi indonesia lebih baik,"['#PLTUCilacap', '#JokowiMembangun', '#2019PilihJokowi', '#JokowiOrangBaik', '#JokowiLagi']",[],278
0,tampangnya pengangguran gitu mental pak ogah org dungu kaya gitu paling gampang di bodohin dijanjiin hidup senang jika prabowo menang udh pasti harga mati emang jika wowo menang hidupnya bakal enak ngimpi,[],[],214
1,3 kartu jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi indonesia,"['#JokowiMenangTotalDebat', '#01ndonesiaMaju']",[],132
0,nah kan buanyak beeng yg nyinyirin ttg janji pak prabowo dan bang sandiuno gak akan ambil gaji miris liat kelakuan orang2 yg jempolnya loncer kek gini gak tau ya nyinyirin orang shodaqoh itu ciri2 munafiqun lihat at tawbah 79,['#UASdifitnahKejiDanBrutal'],"['@prabowo', '@sandiuno']",261
0,inilah kelakuan para jongos2nya si jokowi terus menebar kebencian sehingga akhirnya kini mayoritas rakyat dmn2 menginginkan ganti presiden dan itu harga mati mo curang silahkan berarti siap2 di gulingkan,"['#PeoplePower', '#Chaos']",['@jokowi'],233
1,rizal ramli ekonomi indonesia tumbuh 8 persen kalau prabowo terpilih,[],['@kumparanbisnis'],248
2,insyaallah sudah paham mbah maksud saya apakah perlu kita menimbang ulang nkri yg oleh banyak orang dilabeli harga mati yg padahal sejatinya sudah diperkosa berkali kali sedangkan output harga mati tersebut adalah dikebirinya berbagai landasan fundamental negara ini,[],[],284
2,setuju tp tweet anda itu ga pantas dgn kata seperti itu apa perkataan anda itu benar kalau salah anda bs kena tuntut saling menghargai sebaiknya anda pakai sopan santun dlm berbicara,[],[],197
2,pak ari saya percaya pak prabowo dan pak sandiaga ga akan ngambil gaji toh gajinya cuman 70 juta rupiah per bulan yang notabene cuman recehan bagi mereka kalau hanya diiming imingi hal seperti itu aja ga bakalan bikin saya goyah dan berubah haluan ke kubu 02,[],[],264
0,karena otakmu gak bisa nalar dengan sehat ya omongmu ngawur begini emang ketimpangan ekonomi cuma akibat yg ditimbulkan 5 tahun,[],[],140
0,nah sekarang saya mau tanya apa asn seperti itu yg mau dinaikin prabowo gaji nya dan honorer seperti itu yg mau dijadiin asn serius kamu gak sakit hati ma janji prabowo gitu,[],[],178
2,apalagi utk ikut pak prabowo dan bang sandiuno tdk mengambil gajinya,['#UASdifitnahKejiDanBrutal'],"['@prabowo', '@sandiuno']",163
2,lanjutkan 2 periode pak or yg gk suka dgn pmbngunan infrastruktur itu gak paham tentang variabel pertumbuhan ekonomi,[],[],116
1,tapi kan tetep dikoalisi prabowo masa gak punya harga diri,[],[],60
1,barisan sakit hati jokowi merapat ke prabowo hingga pengamat tampik pertumbuhan ekonomi ri stagnan,[],[],243
1,cek fakta jokowi bangun ekonomi ri secara indonesia sentris,[],[],166
2,nikmati saja prosesnya mahal murah itu wajar saat waktu tertentu inflasi terjaga ga sekarang aja harga sembako naik dan turun udh dr dulu anda masih bs bermain medsos itu artinya anda bs beli paket data to artinya mahal murah msh bs kebeli,[],[],268
0,klo gak paham ilmu ekonomi tentang variabel pertumbuhan ekonomi mending mingkem cuk,[],[],83
